client,age,education,emploi,categorie,adresse,revenus,debcred,debcarte,autres,defaut
1548,43,Niveau bac,10,12,23,25.9,1.78,0.09865828,0.36236172,Non
1549,34,Niveau bac,18,12,10,43.0,0.93,0.1567608,0.2431392,Non
1550,29,Niveau bac,7,12,3,19.8,14.26,1.34962344,1.47385656,Non
1551,34,Bac+4,7,12,3,33.0,7.5,1.87605,0.59895,Oui
1552,38,Niveau bac,0,12,4,33.4,14.96,0.86441872,4.13222128,Non
1553,54,Niveau bac,34,12,26,165.6,4.73,1.38641976,6.44646024,Non
1554,26,Niveau bac,2,12,7,19.4,25.7,2.7621332,2.2236668,Oui
1555,26,Bac+4,1,12,4,38.0,13.3,0.313348,4.740652,Non
1556,50,Niveau bac,8,12,27,20.4,11.28,0.28303776,2.01808224,Non
1557,30,Bac+2,7,12,5,23.0,11.41,0.1653309,2.4589691,Oui
1558,31,Niveau bac,6,12,5,28.7,8.99,1.23588227,1.34424773,Non
1559,40,Niveau bac,11,12,7,34.3,1.88,0.3256442,0.3191958,Non
1560,27,Niveau bac,10,12,5,31.5,3.42,0.0915705,0.9857295,Non
1561,33,Niveau bac,2,12,14,28.4,13.7,2.1127044,1.7780956,Non
1562,43,Niveau bac,13,12,23,38.4,2.78,0.15906048,0.90845952,Non
1563,27,Niveau bac,8,12,4,19.6,3.21,0.32464656,0.30451344,Non
1564,999,Niveau bac,1,12,1,20.3,26.94,0.6289143,4.8399057,Oui
1565,43,Niveau bac,9,12,13,35.2,9.05,0.684904,2.500696,Non
1566,999,Niveau bac,23,12,5,71.4,4.26,0.80907624,2.23256376,Non
1567,33,Bac+4,6,12,999,25.0,13.7,1.1782,2.2468,Non
1568,999,Niveau bac,31,12,15,86.0,6.8,1.614048,4.233952,Non
1569,23,Bac+4,0,12,3,17.5,14.39,0.72273775,1.79551225,Oui
1570,63,Niveau bac,17,12,26,103.0,12.3,3.471306,9.197694,Non
1571,35,Niveau bac,16,12,0,120.6,11.54,9.21321288,4.70402712,Oui
1572,44,Bac+2,19,12,5,93.7,11.36,2.52270384,8.12161616,Non
1573,38,Bac+5 et plus,9,12,6,73.7,8.87,2.84367765,3.69351235,Non
1574,30,Bac+2,11,12,1,37.4,8.37,0.85146336,2.27891664,Non
1575,46,Bac+3,8,12,0,42.8,3.75,0.85386,0.75114,Non
1576,48,Niveau bac,9,12,11,54.0,9.19,0.8039412,4.1586588,Oui
1577,55,Bac+2,7,12,3,55.0,7.8,0.6435,3.6465,Oui
1578,40,Bac+2,20,12,1,140.1,13.52,7.72814016,11.21337984,Non
1579,28,Niveau bac,1,12,7,17.4,3.26,0.20874432,0.35849568,Oui
1580,38,Niveau bac,21,12,17,73.8,16.82,2.87985312,9.53330688,Non
1581,30,Niveau bac,1,12,10,18.8,4.21,0.1662108,0.6252692,Oui
1582,42,Niveau bac,22,12,999,81.6,15.19,3.99120288,8.40383712,Non
1583,999,Niveau bac,15,12,13,68.7,2.17,0.72750552,0.76328448,Non
1584,22,Niveau bac,1,12,1,28.7,6.8,0.4703356,1.4812644,Non
1585,40,Niveau bac,10,12,13,53.6,15.54,3.76490688,4.56453312,Non
1586,28,Niveau bac,6,12,0,25.1,6.18,0.7988577,0.7523223,Oui
1587,999,Bac+3,0,12,1,23.0,1,0.02369,0.20631,Non
1588,40,Bac+2,7,12,0,32.3,12.38,2.07534606,1.92339394,Oui
1589,26,Bac+2,2,12,6,26.0,13.22,0.498394,2.938806,Oui
1590,999,Niveau bac,22,12,17,55.9,8.7,0.875394,3.987906,Non
1591,36,Niveau bac,18,12,15,43.8,16.81,1.55354658,5.80923342,Non
1592,23,Bac+4,0,12,2,33.0,2.9,0.232551,0.724449,Non
1593,41,Niveau bac,3,12,16,30.9,5.93,0.96016188,0.87220812,Non
1594,20,Bac+2,0,12,1,28.0,9.8,0.65856,2.08544,Non
1595,43,Bac+2,14,12,7,36.3,6.57,0.62723133,1.75767867,Non
1596,34,Niveau bac,10,12,3,32.4,9.64,1.63664064,1.48671936,Non
1597,30,Bac+2,0,12,5,26.0,3.6,0.478296,0.457704,Oui
1598,45,Bac+2,13,12,19,74.3,4.94,1.51588346,2.15453654,Non
1599,31,Niveau bac,7,12,12,25.0,11.05,0.325975,2.436525,Non
1600,23,Bac+3,1,12,2,63.0,16.8,3.143448,7.440552,Oui
1601,33,Bac+2,9,12,8,67.3,9.97,2.72418286,3.98562714,Non
1602,999,Bac+2,15,12,3,68.4,12.15,3.5403156,4.7702844,Non
1603,44,Niveau bac,8,12,22,45.7,12.81,2.35923051,3.49493949,Non
1604,42,Niveau bac,15,12,999,60.0,6.1,2.013,1.647,Non
1605,41,Niveau bac,12,12,6,64.5,7.3,1.713894,2.994606,Non
1606,38,Bac+2,15,12,17,64.7,8.47,0.88777458,4.59231542,Non
1607,38,Bac+2,1,12,3,24.2,13.4,0.6874736,2.5553264,Oui
1608,40,Niveau bac,10,12,2,40.7,18.44,2.01886652,5.48621348,Non
1609,32,Niveau bac,16,12,13,52.5,4.92,1.425816,1.157184,Non
1610,39,Bac+4,12,12,10,98.0,1.6,0.1568,1.4112,Non
1611,25,Niveau bac,5,12,3,29.1,5.94,0.8988408,0.8296992,Non
1612,22,Niveau bac,1,12,1,25.5,2.63,0.1354713,0.5351787,Non
1613,47,Niveau bac,1,12,8,26.6,10.52,0.76114304,2.03717696,Oui
1614,999,Bac+2,0,12,3,22.6,8.26,1.11632248,0.75043752,Non
1615,33,Bac+2,3,12,6,33.0,5.1,0.895356,0.787644,Non
1616,999,Niveau bac,12,12,2,37.0,5.55,0.5441775,1.5093225,Non
1617,27,Bac+3,5,12,4,27.0,10.5,0.99225,1.84275,Non
1618,37,Niveau bac,3,12,13,27.4,5.48,0.44895448,1.05256552,Non
1619,19,Bac+2,1,12,999,20.0,25.9,1.93732,3.24268,Oui
1620,34,Niveau bac,10,12,4,34.9,7.29,0.08141472,2.46279528,Non
1621,35,Bac+3,11,12,999,56.6,30.21,2.8213119,14.2775481,Oui
1622,27,Niveau bac,3,12,4,16.2,16.95,0.6233193,2.1225807,Non
1623,34,Bac+2,7,12,999,42.6,27.38,1.78457364,9.87930636,Non
1624,33,Niveau bac,9,12,2,34.2,8.09,0.57825702,2.18852298,Oui
1625,47,Bac+2,22,12,24,71.5,12.53,4.13007595,4.82887405,Non
1626,27,Niveau bac,10,12,0,41.7,0.72,0.06335064,0.23688936,Non
1627,34,Bac+3,10,12,2,59.0,29.62,12.3553906,5.1204094,Oui
1628,36,Bac+3,9,12,1,41.0,8.61,1.8991938,1.6309062,Non
1629,39,Bac+2,19,12,19,87.0,4.3,1.402875,2.338125,Non
1630,26,Bac+2,5,12,1,47.0,6.2,1.827078,1.086922,Non
1631,31,Niveau bac,8,12,2,32.2,14.07,1.10092122,3.42961878,Non
1632,22,Bac+4,0,12,1,55.0,27.4,6.22391,8.84609,Oui
1633,999,Niveau bac,16,12,13,59.9,10.9,1.0185396,5.5105604,Non
1634,38,Bac+3,1,12,999,27.4,12.73,1.8660907,1.6219293,Non
1635,36,Bac+4,5,12,1,54.9,16.93,3.29957235,5.99499765,Non
1636,20,Niveau bac,2,12,0,20.0,2.7,0.20088,0.33912,Oui
1637,65,Bac+3,26,12,16,186.0,4.2,2.984184,4.827816,Non
1638,39,Bac+2,10,12,17,43.0,6.14,1.1511272,1.4890728,Non
1639,28,Niveau bac,10,12,9,30.3,12.56,2.30624208,1.49943792,Oui
1640,38,Niveau bac,8,12,13,35.4,1.97,0.30126816,0.39611184,Non
1641,999,Bac+3,3,12,2,46.0,3.8,0.407284,1.340716,Non
1642,22,Niveau bac,1,12,0,24.0,19.9,1.160568,3.615432,Oui
1643,29,Bac+4,3,12,3,27.7,9.43,0.77318456,1.83892544,Oui
1644,40,Bac+3,16,12,6,224.4,12.78,8.54613936,20.13218064,Oui
1645,48,Bac+2,12,12,12,51.0,4.3,0.2193,1.9737,Non
1646,29,Bac+2,9,12,4,37.2,5.56,0.59360784,1.47471216,Oui
1647,33,Niveau bac,12,12,10,51.0,10.61,1.3852416,4.0258584,Non
1648,28,Bac+2,7,12,8,34.0,3.8,0.435404,0.856596,Non
1649,29,Bac+5 et plus,1,12,4,51.0,1.3,0.281775,0.381225,Non
1650,47,Bac+3,4,12,17,60.5,4.85,1.44658525,1.48766475,Non
1651,39,Niveau bac,7,12,8,33.7,14.29,1.76255718,3.05317282,Non
1652,999,Bac+2,3,12,17,23.4,4.67,0.21964878,0.87313122,Non
1653,32,Bac+2,0,12,6,23.2,5.81,0.38280928,0.96511072,Oui
1654,25,Niveau bac,4,12,0,19.3,5.52,0.3941832,0.6711768,Non
1655,20,Niveau bac,2,12,0,20.0,18.8,1.19192,2.56808,Oui
1656,37,Bac+3,3,12,4,57.0,10.8,0.720252,5.435748,Oui
1657,31,Niveau bac,12,12,11,32.8,5.06,0.36015056,1.29952944,Non
1658,40,Bac+3,0,12,999,60.3,13.45,3.07382265,5.03652735,Oui
1659,999,Bac+4,3,12,1,27.8,12.63,1.32721092,2.18392908,Non
1660,25,Niveau bac,2,12,2,30.0,22.4,0.75936,5.96064,Oui
1661,30,Niveau bac,6,12,2,28.7,16.3,2.0256173,2.6524827,Non
1662,999,Niveau bac,15,12,14,61.8,10.64,3.43899696,3.13652304,Non
1663,43,Bac+3,13,12,8,43.0,16.54,0.9388104,6.1733896,Non
1664,61,Niveau bac,45,12,22,209.0,10.9,4.123361,18.657639,Non
1665,25,Bac+3,1,12,3,16.0,4.5,0.38664,0.33336,Non
1666,37,Niveau bac,13,12,15,45.9,28.12,3.88503108,9.02204892,Oui
1667,27,Niveau bac,11,12,6,42.3,6.27,0.77179311,1.88041689,Non
1668,41,Bac+2,9,12,8,68.0,28.3,4.52234,14.72166,Oui
1669,26,Bac+2,2,12,4,30.0,40.7,5.4945,6.7155,Oui
1670,50,Niveau bac,20,12,11,67.0,18.4,7.236536,5.091464,Oui
1671,31,Niveau bac,6,12,999,30.0,1.02,0.08262,0.22338,Non
1672,999,Niveau bac,9,12,3,36.8,13.55,2.2837712,2.7026288,Non
1673,34,Bac+2,6,12,4,45.0,9.1,1.3104,2.7846,Non
1674,30,Bac+2,8,12,1,28.4,15.51,2.52397332,1.88086668,Oui
1675,26,Bac+2,7,12,1,38.4,9.51,1.02981888,2.62202112,Non
1676,33,Bac+2,8,12,13,25.4,9.85,1.5561818,0.9457182,Non
1677,43,Niveau bac,21,12,5,75.2,10.84,1.28796544,6.86371456,Non
1678,36,Niveau bac,8,12,1,39.6,11.42,2.93046336,1.59185664,Non
1679,27,Niveau bac,9,12,4,23.9,7.36,0.10202432,1.65701568,Non
1680,26,Bac+4,3,12,3,48.7,4.59,0.18329706,2.05203294,Non
1681,35,Bac+3,7,12,999,29.0,7.1,1.58543,0.47357,Non
1682,45,Bac+2,20,12,19,68.2,2.21,0.54109198,0.96612802,Non
1683,29,Bac+3,8,12,5,39.0,11.6,3.25728,1.26672,Oui
1684,30,Bac+3,1,12,1,44.0,15.35,1.256244,5.497756,Oui
1685,31,Bac+4,0,12,3,20.2,24.87,1.42171842,3.60202158,Oui
1686,24,Bac+2,3,12,0,24.0,4.32,0.6936192,0.3431808,Non
1687,40,Niveau bac,2,12,5,29.4,4.58,0.3972234,0.9492966,Oui
1688,36,Bac+2,4,12,2,38.4,14.69,0.51896832,5.12199168,Oui
1689,19,Bac+2,0,12,0,28.0,9.7,1.347136,1.368864,Oui
1690,33,Niveau bac,4,12,999,20.2,3.2,0.2579136,0.3884864,Non
1691,43,Bac+3,1,12,1,28.6,15.18,1.8234216,2.5180584,Non
1692,999,Niveau bac,30,12,8,130.9,6.43,2.4408923,5.9759777,Non
1693,999,Niveau bac,8,12,0,21.4,31.41,0.51085224,6.21088776,Oui
1694,28,Bac+2,4,12,1,30.1,4.92,0.45019968,1.03072032,Non
1695,28,Niveau bac,3,12,4,28.7,18.71,2.98559212,2.38417788,Oui
1696,41,Niveau bac,11,12,17,43.2,3.78,0.8328096,0.8001504,Non
1697,999,Niveau bac,6,12,13,34.4,2.9,0.0468872,0.9507128,Non
1698,27,Niveau bac,6,12,7,18.7,4.36,0.34080376,0.47451624,Non
1699,40,Bac+3,9,12,11,48.9,8.67,0.68258043,3.55704957,Non
1700,999,Niveau bac,8,12,10,24.9,3.67,0.24947559,0.66435441,Non
1701,50,Bac+4,9,12,11,24.0,15.7,0.58404,3.18396,Non
1702,999,Bac+2,0,12,22,21.7,13.98,1.02841074,2.00524926,Non
1703,33,Niveau bac,14,12,10,42.0,11.56,0.8690808,3.9861192,Non
1704,49,Bac+2,26,12,13,127.9,9.94,2.52993874,10.18332126,Non
1705,30,Niveau bac,10,12,0,53.1,5.57,0.71871381,2.23895619,Non
1706,26,Bac+3,0,12,3,23.0,10.9,1.707267,0.799733,Oui
1707,42,Niveau bac,0,12,3,22.4,3.63,0.25775904,0.55536096,Non
1708,46,Bac+2,10,12,24,58.1,16.47,4.36349592,5.20557408,Non
1709,25,Niveau bac,5,12,3,18.1,25.53,1.92230688,2.69862312,Oui
1710,53,Niveau bac,24,12,5,89.4,14.46,2.80521108,10.12202892,Non
1711,56,Bac+2,37,12,10,160.0,11.4,6.76704,11.47296,Non
1712,39,Bac+2,19,12,5,75.7,3.73,0.28518461,2.53842539,Non
1713,35,Niveau bac,15,12,2,65.9,4.97,2.06667013,1.20855987,Non
1714,34,Niveau bac,2,12,11,29.1,5.58,0.76480038,0.85897962,Non
1715,42,Niveau bac,12,12,3,27.9,2.33,0.26977905,0.38029095,Oui
1716,25,Bac+3,3,12,2,43.0,15.6,3.682692,3.025308,Oui
1717,37,Bac+2,17,12,15,71.0,16.11,2.5506963,8.8874037,Non
1718,999,Bac+3,0,12,9,28.6,8.08,0.42058016,1.89029984,Oui
1719,34,Bac+2,6,12,4,22.6,5.55,0.5870124,0.6672876,Non
1720,30,Niveau bac,4,12,6,35.6,14.79,1.3952886,3.8699514,Non
1721,23,Niveau bac,1,12,3,14.5,5.07,0.2146638,0.5204862,Non
1722,25,Bac+5 et plus,0,12,999,16.0,3.2,0.288256,0.223744,Non
1723,24,Niveau bac,7,12,999,19.3,6.57,0.43492743,0.83308257,Oui
1724,25,Bac+2,7,12,1,20.4,1.5,0.058752,0.247248,Non
1725,35,Niveau bac,14,12,7,35.8,3.6,0.6018696,0.6869304,Non
1726,42,Niveau bac,9,12,10,24.0,11.04,0.9114624,1.7381376,Non
1727,42,Niveau bac,21,12,22,61.4,1.6,0.2249696,0.7574304,Non
1728,21,Niveau bac,4,12,2,22.4,9.55,0.406448,1.732752,Non
1729,28,Bac+2,1,12,999,21.0,10.43,0.4205376,1.7697624,Non
1730,37,Bac+3,11,12,2,95.6,11.39,0.94732908,9.94151092,Non
1731,22,Niveau bac,6,12,0,22.8,11.42,0.99463632,1.60912368,Non
1732,999,Bac+4,50,12,18,460.0,19.6,26.68736,63.47264,Oui
1733,23,Bac+2,0,12,1,24.4,31.12,3.37141632,4.22186368,Oui
1734,48,Bac+2,25,12,16,334.9,6.56,17.81721584,4.15222416,Oui
1735,31,Bac+2,0,12,4,51.8,9.21,1.64114832,3.12963168,Non
1736,43,Bac+2,20,12,18,189.2,13.74,6.05708664,19.93899336,Non
1737,34,Bac+2,3,12,999,28.0,9.76,0.5684224,2.1643776,Non
1738,44,Bac+2,15,12,17,59.0,18.3,5.851974,4.945026,Oui
1739,22,Bac+4,0,12,0,20.4,8.11,0.2233494,1.4310906,Oui
1740,32,Niveau bac,10,12,999,22.4,6.85,0.514024,1.020376,Non
1741,32,Bac+2,0,12,10,14.7,19.32,2.28055212,0.55948788,Non
1742,34,Niveau bac,1,12,14,24.1,7.7,0.3303146,1.5253854,Non
1743,32,Bac+2,9,12,8,24.5,8.31,1.1360601,0.8998899,Non
1744,26,Niveau bac,0,12,7,16.2,11.8,0.4798116,1.4317884,Oui
1745,37,Bac+2,1,12,17,25.5,4.19,0.5299512,0.5384988,Non
1746,45,Niveau bac,1,12,22,28.4,5.4,0.2975184,1.2360816,Oui
1747,999,Bac+2,2,12,18,24.7,1.57,0.04692259,0.34086741,Non
1748,33,Niveau bac,7,12,5,33.0,6.9,0.678546,1.598454,Oui
1749,999,Niveau bac,19,12,21,39.1,6.77,1.59883028,1.04823972,Non
1750,28,Bac+3,1,12,6,31.8,14.46,1.99565352,2.60262648,Oui
1751,33,Niveau bac,2,12,7,28.0,1.6,0.13888,0.30912,Non
1752,38,Niveau bac,5,12,10,29.7,6.38,0.1800117,1.7148483,Non
1753,999,Bac+2,5,12,5,39.0,13.8,0.548964,4.833036,Non
1754,999,Niveau bac,12,12,999,27.5,17.96,2.647304,2.291696,Non
1755,40,Bac+2,1,12,7,32.4,3.85,0.6212052,0.6261948,Non
1756,33,Niveau bac,13,12,7,61.7,11.85,2.0033373,5.3081127,Oui
1757,33,Bac+2,14,12,12,125.5,12.19,5.92050015,9.37794985,Non
1758,36,Bac+2,3,12,6,28.0,4.9,0.256564,1.115436,Non
1759,40,Niveau bac,15,12,21,42.7,8.05,0.9074604,2.5298896,Oui
1760,39,Bac+2,17,12,999,40.5,9.83,1.6481961,2.3329539,Non
1761,51,Bac+4,24,12,5,330.7,5.11,2.01095363,14.88781637,Non
1762,42,Niveau bac,0,12,7,20.7,6.56,0.61377984,0.74414016,Oui
1763,51,Niveau bac,10,12,12,35.3,19.68,3.820872,3.126168,Non
1764,46,Niveau bac,6,12,21,27.3,12.81,1.37786922,2.11926078,Non
1765,41,Niveau bac,20,12,19,62.3,2.85,0.0816753,1.6938747,Non
1766,41,Bac+2,5,12,6,74.1,2.08,0.64271376,0.89856624,Non
1767,21,Bac+2,1,12,999,43.0,14.1,3.377091,2.685909,Oui
1768,23,Bac+4,0,12,999,16.9,8.3,0.7265986,0.6761014,Oui
1769,36,Bac+2,5,12,2,44.0,9.33,1.2069288,2.8982712,Non
1770,19,Bac+2,0,12,0,35.0,9.3,0.93744,2.31756,Non
1771,34,Bac+4,9,12,7,58.0,28.4,4.974544,11.497456,Oui
1772,49,Bac+3,20,12,9,140.0,9.9,4.42134,9.43866,Non
1773,32,Bac+5 et plus,3,12,6,59.0,9,1.85319,3.45681,Non
1774,27,Niveau bac,0,12,8,17.8,3.95,0.0358581,0.6672419,Non
1775,45,Bac+2,3,12,16,54.7,1.32,0.46643784,0.25560216,Non
1776,999,Bac+2,14,12,15,49.1,39.47,2.9069655,16.4728045,Oui
1777,41,Bac+3,13,12,16,65.8,3.11,0.49727034,1.54910966,Non
1778,31,Bac+2,3,12,6,24.0,12.9,0.736848,2.359152,Oui
1779,29,Niveau bac,0,12,5,16.5,19.57,1.35297195,1.87607805,Non
1780,45,Bac+2,15,12,7,69.5,9.82,4.7979047,2.0269953,Non
1781,20,Bac+3,0,12,0,16.5,2.86,0.2661516,0.2057484,Non
1782,39,Bac+4,16,12,4,47.0,16.5,4.15668,3.59832,Non
1783,45,Bac+2,24,12,10,86.0,9.7,1.743478,6.598522,Non
1784,38,Niveau bac,21,12,4,48.6,7.91,1.0187289,2.8255311,Non
1785,28,Niveau bac,12,12,1,54.9,7.2,0.7668432,3.1859568,Non
1786,24,Niveau bac,8,12,0,21.2,5.6,0.7099456,0.4772544,Oui
1787,42,Niveau bac,2,12,12,19.2,10.85,1.2124224,0.8707776,Non
1788,42,Niveau bac,20,12,1,157.5,17.37,2.32540875,25.03234125,Non
1789,31,Bac+2,2,12,10,22.6,13.71,1.80950064,1.28895936,Non
1790,37,Niveau bac,6,12,4,23.1,3.56,0.07894656,0.74341344,Non
1791,999,Bac+3,8,12,12,90.5,1.76,1.2312344,0.3615656,Non
1792,38,Bac+2,15,12,3,42.9,5.82,0.16728426,2.32949574,Non
1793,64,Bac+2,44,12,18,397.0,19.2,35.520384,40.703616,Oui
1794,35,Bac+3,6,12,16,38.8,16.41,2.20300968,4.16407032,Oui
1795,50,Bac+2,5,12,8,34.8,16.43,2.81879652,2.89884348,Non
1796,39,Bac+2,4,12,11,33.4,2.13,0.53925636,0.17216364,Non
1797,31,Niveau bac,14,12,999,44.6,3.49,0.26772488,1.28881512,Non
1798,28,Bac+3,3,12,3,61.0,16.1,3.162362,6.658638,Oui
1799,37,Niveau bac,19,12,18,85.7,21.39,3.88622076,14.44500924,Non
1800,999,Bac+2,6,12,999,28.9,14.24,0.79837984,3.31698016,Oui
1801,49,Bac+2,21,12,26,64.9,4.09,0.62909517,2.02531483,Non
1802,42,Niveau bac,22,12,16,73.8,3.02,0.29419632,1.93456368,Non
1803,32,Bac+4,2,12,7,78.6,7.01,2.7273807,2.7824793,Non
1804,24,Bac+2,1,12,2,26.4,6.58,0.70527072,1.03184928,Non
1805,28,Bac+2,3,12,8,33.0,14.28,2.4645852,2.2478148,Oui
1806,35,Bac+3,6,12,999,30.3,5.4,0.3370572,1.2991428,Non
1807,20,Bac+2,1,12,999,37.0,7.1,0.97199,1.65501,Non
1808,35,Bac+3,12,12,6,101.2,7.53,3.42154164,4.19881836,Non
1809,69,Niveau bac,6,12,24,60.0,18.6,1.27224,9.88776,Non
1810,30,Niveau bac,7,12,3,40.0,9.84,0.838368,3.097632,Non
1811,42,Bac+2,8,12,4,38.5,5.95,0.60246725,1.68828275,Non
1812,22,Niveau bac,5,12,0,18.4,4.68,0.11711232,0.74400768,Non
1813,26,Niveau bac,5,12,7,23.7,9.88,1.43069316,0.91086684,Non
1814,27,Niveau bac,6,12,999,32.8,22.3,2.157748,5.156652,Non
1815,29,Bac+2,3,12,999,22.2,0.97,0.07558434,0.13975566,Non
1816,42,Niveau bac,18,12,0,46.4,3.72,0.98041344,0.74566656,Non
1817,47,Bac+2,8,12,999,32.8,1.28,0.05583872,0.36400128,Oui
1818,22,Niveau bac,3,12,1,16.0,5.33,0.2549872,0.5978128,Non
1819,40,Bac+2,3,12,5,36.4,3.33,0.08121204,1.13090796,Non
1820,999,Niveau bac,10,12,16,42.2,9.49,1.48977816,2.51500184,Non
1821,23,Bac+3,0,12,1,34.0,9.2,1.254328,1.873672,Oui
1822,26,Bac+2,3,12,7,23.9,6.09,0.2328816,1.2226284,Non
1823,26,Niveau bac,5,12,3,24.0,7.9,0.333696,1.562304,Non
1824,40,Bac+2,4,12,6,24.0,7.94,0.3830256,1.5225744,Non
1825,30,Bac+2,8,12,4,68.0,2.4,0.267648,1.364352,Non
1826,28,Bac+2,4,12,999,28.6,9.15,1.2875148,1.3293852,Non
1827,40,Niveau bac,6,12,999,23.1,22.92,1.71012996,3.58439004,Non
1828,37,Niveau bac,17,12,14,31.8,7.15,0.5752461,1.6984539,Non
1829,26,Niveau bac,3,12,1,20.8,1.28,0.07428096,0.19195904,Non
1830,30,Bac+2,9,12,999,24.8,9.4,1.6528208,0.6783792,Non
1831,51,Niveau bac,29,12,18,92.8,7.02,1.7263584,4.7882016,Non
1832,39,Niveau bac,21,12,13,73.6,7.32,2.289696,3.097824,Non
1833,30,Bac+5 et plus,1,12,6,33.0,7.4,0.632478,1.809522,Non
1834,26,Niveau bac,0,12,7,17.3,9.31,0.73283665,0.87779335,Oui
1835,57,Bac+2,4,12,12,61.0,2.3,0.109434,1.293566,Non
1836,34,Niveau bac,15,12,999,33.5,16.99,2.38480135,3.30684865,Non
1837,37,Bac+2,10,12,12,65.1,6.52,1.57896144,2.66555856,Non
1838,38,Bac+2,14,12,18,61.0,3.43,0.2740913,1.8182087,Non
1839,27,Niveau bac,10,12,5,34.8,8.88,0.56860416,2.52163584,Non
1840,37,Bac+3,9,12,0,47.5,19.39,3.352531,5.857719,Oui
1841,31,Bac+2,5,12,999,17.1,27.29,0.52732467,4.13926533,Non
1842,31,Niveau bac,2,12,0,18.4,7.78,0.86177504,0.56974496,Oui
1843,47,Bac+3,8,12,999,43.0,6.1,0.359351,2.263649,Non
1844,40,Bac+2,0,12,12,21.0,36.6,4.350276,3.335724,Oui
1845,45,Niveau bac,7,12,3,19.1,20.4,1.4104968,2.4859032,Non
1846,38,Bac+2,18,12,11,72.5,3.07,0.17806,2.04769,Non
1847,45,Bac+2,25,12,20,80.2,25.88,13.2836864,7.4720736,Oui
1848,999,Bac+2,1,12,6,34.7,9.78,1.29637812,2.09728188,Non
1849,30,Bac+4,6,12,2,64.3,2.71,0.60117285,1.14135715,Oui
1850,19,Bac+2,0,12,999,20.0,5.6,0.15568,0.96432,Oui
1851,35,Bac+2,16,12,15,51.8,7.81,1.66273338,2.38284662,Non
1852,29,Niveau bac,11,12,7,57.5,3.06,0.4873815,1.2721185,Non
1853,29,Niveau bac,4,12,6,29.3,22.88,2.19885952,4.50498048,Oui
1854,999,Bac+4,14,12,6,152.0,27.4,13.410656,28.237344,Oui
1855,33,Bac+4,1,12,3,40.0,13.3,0.87248,4.44752,Non
1856,33,Niveau bac,13,12,14,36.5,11.03,0.36636145,3.65958855,Non
1857,43,Bac+2,13,12,13,62.0,24.2,8.072152,6.931848,Oui
1858,18,Bac+2,0,12,0,21.0,21.8,1.44207,3.13593,Oui
1859,30,Niveau bac,4,12,4,26.5,1.24,0.0578336,0.2707664,Non
1860,29,Bac+2,5,12,0,33.3,14.35,0.46351935,4.31503065,Oui
1861,26,Niveau bac,9,12,2,31.5,17.97,3.7019997,1.9585503,Non
1862,46,Bac+2,1,12,13,24.2,12.48,0.95739072,2.06276928,Non
1863,63,Bac+2,29,12,19,208.0,16.6,21.890752,12.637248,Oui
1864,38,Niveau bac,7,12,19,28.3,14.77,1.78064166,2.39926834,Non
1865,21,Bac+2,1,12,1,23.0,9.5,0.137655,2.047345,Non
1866,21,Bac+2,0,12,999,16.2,8.06,0.35515584,0.95056416,Non
1867,46,Niveau bac,15,12,17,45.1,3.67,0.30951679,1.34565321,Non
1868,30,Niveau bac,0,12,999,25.0,5.7,0.480225,0.944775,Non
1869,38,Bac+3,6,12,11,37.0,19.1,2.374512,4.692488,Oui
1870,24,Niveau bac,7,12,999,27.0,15.78,2.8162566,1.4443434,Non
1871,26,Bac+3,1,12,7,23.6,3.97,0.23610384,0.70081616,Non
1872,999,Bac+2,1,12,8,31.0,21,0.33201,6.17799,Non
1873,40,Bac+3,18,12,13,84.0,6.2,0.942648,4.265352,Non
1874,33,Niveau bac,9,12,4,22.0,14.6,0.729124,2.482876,Non
1875,23,Niveau bac,4,12,1,20.8,2.99,0.0528632,0.5690568,Non
1876,54,Niveau bac,4,12,3,30.7,15.56,1.81045268,2.96646732,Oui
1877,34,Niveau bac,6,12,0,31.4,5.23,0.42533498,1.21688502,Oui
1878,24,Bac+2,1,12,1,20.1,15.36,0.95399424,2.13336576,Non
1879,25,Bac+4,0,12,2,35.0,0.6,0.07119,0.13881,Non
1880,24,Bac+2,2,12,4,32.4,10.36,1.01370528,2.34293472,Non
1881,30,Niveau bac,6,12,999,29.7,5.34,0.32195394,1.26402606,Non
1882,22,Bac+4,0,12,1,21.0,11.8,0.671538,1.806462,Non
1883,43,Niveau bac,22,12,13,96.0,1.2,0.340992,0.811008,Non
1884,31,Bac+3,5,12,7,25.0,6.8,0.4301,1.2699,Non
1885,28,Niveau bac,9,12,2,30.2,7.01,1.22998862,0.88703138,Non
1886,25,Bac+2,2,12,3,24.0,6.8,1.005312,0.626688,Non
1887,35,Bac+2,8,12,999,72.0,2.77,0.4028688,1.5915312,Non
1888,27,Bac+3,0,12,4,28.0,4.7,0.386904,0.929096,Non
1889,22,Bac+2,2,12,1,23.4,10.37,0.39553254,2.03104746,Oui
1890,37,Bac+2,7,12,4,39.6,11.84,2.578752,2.109888,Non
1891,42,Niveau bac,3,12,10,25.6,5.12,0.44695552,0.86376448,Non
1892,25,Bac+2,4,12,2,30.7,14.33,1.57495298,2.82435702,Non
1893,19,Bac+2,0,12,999,25.0,3.9,0.68055,0.29445,Oui
1894,24,Bac+4,0,12,2,29.0,9.6,1.038432,1.745568,Oui
